symbol,yahoo_ticker,market_cap,isin,name,market,icb_industry,icb_supersector,icb_sector,icb_subsector
MC,MC.PA,220926623744.0,FR0000121014,LVMH,XPAR,"40, Consumer Discretionary","4020, Consumer Products and Services","402040, Personal Goods","40204020, Clothing and Accessories"
OR,OR.PA,189920673792.0,FR0000120321,L'OREAL,XPAR,"40, Consumer Discretionary","4020, Consumer Products and Services","402040, Personal Goods","40204035, Cosmetics"
TTE,TTE.PA,173941473280.0,FR0000120271,TOTALENERGIES,"XPAR, XBRU","60, Energy","6010, Energy","601010, Oil, Gas and Coal","60101000, Integrated Oil and Gas"
RMS,RMS.PA,163805577216.0,FR0000052292,HERMES INTL,XPAR,"40, Consumer Discretionary","4020, Consumer Products and Services","402040, Personal Goods","40204020, Clothing and Accessories"
SU,SU.PA,148954267648.0,FR0000121972,SCHNEIDER ELECTRIC,XPAR,"50, Industrials","5020, Industrial Goods and Services","502020, Electronic and Electrical Equipment","50202010, Electrical Components"
SAF,SAF.PA,115034161152.0,FR0000073272,SAFRAN,XPAR,"50, Industrials","5020, Industrial Goods and Services","502010, Aerospace and Defense","50201010, Aerospace"
AI,AI.PA,101648146432.0,FR0000120073,AIR LIQUIDE,XPAR,"55, Basic Materials","5520, Chemicals","552010, Chemicals","55201020, Specialty Chemicals"
BNP,BNP.PA,99320315904.0,FR0000131104,BNP PARIBAS ACT.A,XPAR,"30, Financials","3010, Banks","301010, Banks","30101010, Banks"
SAN,SAN.PA,87595483136.0,FR0000120578,SANOFI,XPAR,"20, Health Care","2010, Health Care","201030, Pharmaceuticals and Biotechnology","20103015, Pharmaceuticals"
CS,CS.PA,79049195520.0,FR0000120628,AXA,XPAR,"30, Financials","3030, Insurance","303020, Non-life Insurance","30302010, Full Line Insurance"
EL,EL.PA,76833103872.0,FR0000121667,ESSILORLUXOTTICA,XPAR,"20, Health Care","2010, Health Care","201020, Medical Equipment and Services","20102015, Medical Supplies"
CDI,CDI.PA,75808522240.0,FR0000130403,CHRISTIAN DIOR,XPAR,"40, Consumer Discretionary","4020, Consumer Products and Services","402040, Personal Goods","40204020, Clothing and Accessories"
ENGI,ENGI.PA,69443739648.0,FR0010208488,ENGIE,"XPAR, XBRU","65, Utilities","6510, Utilities","651020, Gas, Water and Multi-utilities","65102000, Multi-utilities"
DG,DG.PA,69281415168.0,FR0000125486,VINCI,XPAR,"50, Industrials","5010, Construction and Materials","501010, Construction and Materials","50101010, Construction"
ACA,ACA.PA,51240484864.0,FR0000045072,CREDIT AGRICOLE,XPAR,"30, Financials","3010, Banks","301010, Banks","30101010, Banks"
ORA,ORA.PA,49382883328.0,FR0000133308,ORANGE,XPAR,"15, Telecommunications","1510, Telecommunications","151020, Telecommunications Service Providers","15102015, Telecommunications Services"
GLE,GLE.PA,48408621056.0,FR0000130809,SOCIETE GENERALE,XPAR,"30, Financials","3010, Banks","301010, Banks","30101010, Banks"
HO,HO.PA,45825515520.0,FR0000121329,THALES,XPAR,"50, Industrials","5020, Industrial Goods and Services","502010, Aerospace and Defense","50201020, Defense"
LR,LR.PA,40228708352.0,FR0010307819,LEGRAND,XPAR,"50, Industrials","5020, Industrial Goods and Services","502020, Electronic and Electrical Equipment","50202010, Electrical Components"
BN,BN.PA,39434653696.0,FR0000120644,DANONE,XPAR,"45, Consumer Staples","4510, Food, Beverage and Tobacco","451020, Food Producers","45102020, Food Products"
SGO,SGO.PA,36705054720.0,FR0000125007,SAINT GOBAIN,"XPAR, XAMS, XBRU","50, Industrials","5010, Construction and Materials","501010, Construction and Materials","50101035, Building Materials: Other"
KER,KER.PA,29097809920.0,FR0000121485,KERING,XPAR,"40, Consumer Discretionary","4020, Consumer Products and Services","402040, Personal Goods","40204020, Clothing and Accessories"
DSY,DSY.PA,25215205376.0,FR0014003TT8,DASSAULT SYSTEMES,XPAR,"10, Technology","1010, Technology","101010, Software and Computer Services","10101015, Software"
VIE,VIE.PA,25129678848.0,FR0000124141,VEOLIA ENVIRON.,XPAR,"65, Utilities","6510, Utilities","651020, Gas, Water and Multi-utilities","65102030, Water"
AM,AM.PA,21625550848.0,FR0014004L86,DASSAULT AVIATION,XPAR,"50, Industrials","5020, Industrial Goods and Services","502010, Aerospace and Defense","50201010, Aerospace"
EN,EN.PA,19558934528.0,FR0000120503,BOUYGUES,XPAR,"50, Industrials","5010, Construction and Materials","501010, Construction and Materials","50101010, Construction"
PUB,PUB.PA,19097692160.0,FR0000130577,PUBLICIS GROUPE SA,XPAR,"40, Consumer Discretionary","4030, Média","403010, Média","40301020, Media Agencies"
AMUN,AMUN.PA,17212264448.0,FR0004125920,AMUNDI,XPAR,"30, Financials","3020, Financial Services","302020, Investment Banking and Brokerage Services","30202010, Asset Managers and Custodians"
CAP,CAP.PA,16399817728.0,FR0000125338,CAPGEMINI,XPAR,"10, Technology","1010, Technology","101010, Software and Computer Services","10101010, Computer Services"
DIM,DIM.PA,15690909696.0,FR0013154002,SARTORIUS STED BIO,XPAR,"20, Health Care","2010, Health Care","201020, Medical Equipment and Services","20102015, Medical Supplies"
RI,RI.PA,15315482624.0,FR0000120693,PERNOD RICARD,XPAR,"45, Consumer Staples","4510, Food, Beverage and Tobacco","451010, Beverages","45101015, Distillers and Vintners"
BOL,BOL.PA,14698444800.0,FR0000039299,BOLLORE,XPAR,"40, Consumer Discretionary","4030, Média","403010, Média","40301010, Entertainment"
URW,URW.PA,14442992640.0,FR0013326246,UNIBAIL-RODAMCO-WE,XPAR,"35, Real Estate","3510, Real Estate","351020, Real Estate Investment Trusts","35102045, Retail REITs"
IPN,IPN.PA,13564064768.0,FR0010259150,IPSEN,XPAR,"20, Health Care","2010, Health Care","201030, Pharmaceuticals and Biotechnology","20103015, Pharmaceuticals"
FGR,FGR.PA,12796800000.0,FR0000130452,EIFFAGE,XPAR,"50, Industrials","5010, Construction and Materials","501010, Construction and Materials","50101010, Construction"
CA,CA.PA,12064804864.0,FR0000120172,CARREFOUR,XPAR,"45, Consumer Staples","4520, Personal Care, Drug and Grocery Stores","452010, Personal Care, Drug and Grocery Stores","45201010, Food Retailers and Wholesalers"
BVI,BVI.PA,11652806656.0,FR0006174348,BUREAU VERITAS,XPAR,"50, Industrials","5020, Industrial Goods and Services","502050, Industrial Support Services","50205020, Professional Business Support Services"
RXL,RXL.PA,10874184704.0,FR0010451203,REXEL,XPAR,"50, Industrials","5020, Industrial Goods and Services","502020, Electronic and Electrical Equipment","50202010, Electrical Components"
ADP,ADP.PA,10336647168.0,FR0010340141,ADP,XPAR,"50, Industrials","5020, Industrial Goods and Services","502060, Industrial Transportation","50206060, Transportation Services"
ERF,ERF.PA,10335626240.0,FR0014000MR3,EUROFINS SCIENT.,XPAR,"20, Health Care","2010, Health Care","201020, Medical Equipment and Services","20102020, Medical Services"
AC,AC.PA,10329467904.0,FR0000120404,ACCOR,XPAR,"40, Consumer Discretionary","4050, Travel and Leisure","405010, Travel and Leisure","40501025, Hotels and Motels"
GET,GET.PA,10051478528.0,FR0010533075,GETLINK SE,XPAR,"50, Industrials","5020, Industrial Goods and Services","502060, Industrial Transportation","50206020, Railroads"
LI,LI.PA,9806965760.0,FR0000121964,KLEPIERRE,XPAR,"35, Real Estate","3510, Real Estate","351020, Real Estate Investment Trusts","35102045, Retail REITs"
AYV,AYV.PA,8783107072.0,FR0013258662,AYVENS,XPAR,"40, Consumer Discretionary","4020, Consumer Products and Services","402010, Consumer Services","40201040, Rental and Leasing Services: Consumer"
BIM,BIM.PA,8728604672.0,FR0013280286,BIOMERIEUX,XPAR,"20, Health Care","2010, Health Care","201020, Medical Equipment and Services","20102010, Medical Equipment"
ABVX,ABVX.PA,8262140928.0,FR0012333284,ABIVAX,XPAR,"20, Health Care","2010, Health Care","201030, Pharmaceuticals and Biotechnology","20103010, Biotechnology"
SPIE,SPIE.PA,8206376960.0,FR0012757854,SPIE,XPAR,"50, Industrials","5010, Construction and Materials","501010, Construction and Materials","50101015, Engineering and Contracting Services"
ALO,ALO.PA,8027770368.0,FR0010220475,ALSTOM,XPAR,"50, Industrials","5020, Industrial Goods and Services","502020, Electronic and Electrical Equipment","50202010, Electrical Components"
RNO,RNO.PA,7973508096.0,FR0000131906,RENAULT,XPAR,"40, Consumer Discretionary","4010, Automobiles and Parts","401010, Automobiles and Parts","40101020, Automobiles"
GTT,GTT.PA,7731658240.0,FR0011726835,GTT,XPAR,"60, Energy","6010, Energy","601010, Oil, Gas and Coal","60101030, Oil Equipment and Services"
NEX,NEX.PA,7277986816.0,FR0000044448,NEXANS,XPAR,"50, Industrials","5020, Industrial Goods and Services","502020, Electronic and Electrical Equipment","50202010, Electrical Components"
CBDG,CBDG.PA,6495803904.0,FR001400SUB7,CAMBODGE NOM.,XPAR,"30, Financials","3020, Financial Services","302020, Investment Banking and Brokerage Services","30202000, Diversified Financial Services"
SW,SW.PA,6483861504.0,FR0000121220,SODEXO,XPAR,"40, Consumer Discretionary","4050, Travel and Leisure","405010, Travel and Leisure","40501040, Restaurants and Bars"
VK,VK.PA,6016607744.0,FR0013506730,VALLOUREC,XPAR,"60, Energy","6010, Energy","601010, Oil, Gas and Coal","60101030, Oil Equipment and Services"
ELIS,ELIS.PA,6012150272.0,FR0012435121,ELIS,XPAR,"50, Industrials","5020, Industrial Goods and Services","502050, Industrial Support Services","50205010, Industrial Suppliers"
COV,COV.PA,5943141376.0,FR0000064578,COVIVIO,XPAR,"35, Real Estate","3510, Real Estate","351020, Real Estate Investment Trusts","35102030, Office REITs"
ODET,ODET.PA,5942164480.0,FR0000062234,COMPAGNIE ODET,XPAR,"65, Utilities","6510, Utilities","651020, Gas, Water and Multi-utilities","65102020, Gas Distribution"
SCR,SCR.PA,5596897280.0,FR0010411983,SCOR SE,XPAR,"30, Financials","3030, Insurance","303020, Non-life Insurance","30302020, Reinsurance"
SOI,SOI.PA,5595535872.0,FR0013227113,SOITEC,XPAR,"10, Technology","1010, Technology","101020, Technology Hardware and Equipment","10102010, Semiconductors"
GFC,GFC.PA,5269875200.0,FR0010040865,GECINA,XPAR,"35, Real Estate","3510, Real Estate","351020, Real Estate Investment Trusts","35102030, Office REITs"
EDEN,EDEN.PA,4847275520.0,FR0010908533,EDENRED,XPAR,"50, Industrials","5020, Industrial Goods and Services","502050, Industrial Support Services","50205015, Transaction Processing Services"
AKE,AKE.PA,4816965120.0,FR0010313833,ARKEMA,XPAR,"55, Basic Materials","5520, Chemicals","552010, Chemicals","55201000, Chemicals: Diversified"
FDJU,FDJU.PA,4206514176.0,FR0013451333,FDJ UNITED,XPAR,"40, Consumer Discretionary","4050, Travel and Leisure","405010, Travel and Leisure","40501020, Casinos and Gambling"
LOUP,LOUP.PA,4013215744.0,FR001400SF56,LDC,XPAR,"45, Consumer Staples","4510, Food, Beverage and Tobacco","451020, Food Producers","45102020, Food Products"
DEC,DEC.PA,3900002560.0,FR0000077919,JCDECAUX,XPAR,"40, Consumer Discretionary","4030, Média","403010, Média","40301020, Media Agencies"
TEP,TEP.PA,3891007232.0,FR0000051807,TELEPERFORMANCE,XPAR,"50, Industrials","5020, Industrial Goods and Services","502050, Industrial Support Services","50205020, Professional Business Support Services"
RUI,RUI.PA,3623994368.0,FR0013269123,RUBIS,XPAR,"40, Consumer Discretionary","4040, Retail","404010, Retailers","40401030, Specialty Retailers"
COVH,COVH.PA,3538816512.0,FR0000060303,COVIVIO HOTELS,XPAR,"35, Real Estate","3510, Real Estate","351020, Real Estate Investment Trusts","35102015, Hotel and Lodging REITs"
MF,MF.PA,3478463232.0,FR0000121204,WENDEL,XPAR,"30, Financials","3020, Financial Services","302020, Investment Banking and Brokerage Services","30202000, Diversified Financial Services"
ETL,ETL.PA,3419542784.0,FR0010221234,EUTELSAT COMMUNIC.,XPAR,"15, Telecommunications","1510, Telecommunications","151010, Telecommunications Equipment","15101010, Telecommunications Equipment"
TKO,TKO.PA,3186681600.0,FR0013230612,TIKEHAU CAPITAL,XPAR,"30, Financials","3020, Financial Services","302020, Investment Banking and Brokerage Services","30202010, Asset Managers and Custodians"
TRI,TRI.PA,3076771584.0,FR0005691656,TRIGANO,XPAR,"40, Consumer Discretionary","4020, Consumer Products and Services","402030, Leisure Goods","40203050, Recreational Products"
RF,RF.PA,3065685504.0,FR0000121121,EURAZEO,XPAR,"30, Financials","3020, Financial Services","302020, Investment Banking and Brokerage Services","30202010, Asset Managers and Custodians"
CAF,CAF.PA,3009288192.0,FR0000045528,CRCAM PARIS ET IDF,XPAR,"30, Financials","3010, Banks","301010, Banks","30101010, Banks"
FR,FR.PA,2921398784.0,FR0013176526,VALEO,XPAR,"40, Consumer Discretionary","4010, Automobiles and Parts","401010, Automobiles and Parts","40101025, Auto Parts"
FII,FII.PA,2920901376.0,FR0000050353,LISI,XPAR,"50, Industrials","5020, Industrial Goods and Services","502010, Aerospace and Defense","50201010, Aerospace"
SK,SK.PA,2889960448.0,FR0000121709,S.E.B.,XPAR,"40, Consumer Discretionary","4020, Consumer Products and Services","402020, Household Goods and Home Construction","40202025, Household Equipment and Products"
VIRP,VIRP.PA,2874897152.0,FR0000031577,VIRBAC,XPAR,"20, Health Care","2010, Health Care","201030, Pharmaceuticals and Biotechnology","20103015, Pharmaceuticals"
EXENS,EXENS.PA,2843685632.0,FR001400Q9V2,EXOSENS,XPAR,"50, Industrials","5020, Industrial Goods and Services","502010, Aerospace and Defense","50201020, Defense"
VCT,VCT.PA,2774699776.0,FR0000031775,VICAT,XPAR,"50, Industrials","5010, Construction and Materials","501010, Construction and Materials","50101030, Cement"
AF,AF.PA,2632782080.0,FR001400J770,AIR FRANCE -KLM,"XPAR, XAMS","40, Consumer Discretionary","4050, Travel and Leisure","405010, Travel and Leisure","40501010, Airlines"
SOP,SOP.PA,2566411520.0,FR0000050809,SOPRA STERIA GROUP,XPAR,"10, Technology","1010, Technology","101010, Software and Computer Services","10101010, Computer Services"
ALTA,ALTA.PA,2498332928.0,FR0000033219,ALTAREA,XPAR,"35, Real Estate","3510, Real Estate","351020, Real Estate Investment Trusts","35102040, Residential REITs"
FMONC,FMONC.PA,2488827136.0,FR001400SU99,MONCEY (FIN.) NOM.,XPAR,"30, Financials","3020, Financial Services","302020, Investment Banking and Brokerage Services","30202010, Asset Managers and Custodians"
ARTO,ARTO.PA,2475660032.0,FR0000076952,ARTOIS NOM.,XPAR,"30, Financials","3020, Financial Services","302010, Finance and Credit Services","30201025, Mortgage Finance"
MMB,MMB.PA,2460438016.0,FR0000130213,LAGARDERE SA,XPAR,"40, Consumer Discretionary","4030, Média","403010, Média","40301030, Publication"
COFA,COFA.PA,2443924736.0,FR0010667147,COFACE,XPAR,"30, Financials","3030, Insurance","303020, Non-life Insurance","30302025, Property and Casualty Insurance"
VRLA,VRLA.PA,2345976576.0,FR0013447729,VERALLIA,XPAR,"50, Industrials","5020, Industrial Goods and Services","502030, General Industrials","50203030, Containers and Packaging"
BB,BB.PA,2333721344.0,FR0000120966,BIC,XPAR,"45, Consumer Staples","4520, Personal Care, Drug and Grocery Stores","452010, Personal Care, Drug and Grocery Stores","45201030, Nondurable Household Products"
EMEIS,EMEIS.PA,2309210880.0,FR001400NLM4,EMEIS,XPAR,"20, Health Care","2010, Health Care","201010, Health Care Providers","20101010, Health Care Facilities"
OPM,OPM.PA,2295242752.0,FR0000124570,OPMOBILITY,XPAR,"40, Consumer Discretionary","4010, Automobiles and Parts","401010, Automobiles and Parts","40101025, Auto Parts"
IDL,IDL.PA,2289654528.0,FR0010929125,ID LOGISTICS GROUP,XPAR,"50, Industrials","5020, Industrial Goods and Services","502060, Industrial Transportation","50206040, Delivery Services"
CARM,CARM.PA,2268844800.0,FR0010828137,CARMILA,XPAR,"35, Real Estate","3510, Real Estate","351020, Real Estate Investment Trusts","35102045, Retail REITs"
ATE,ATE.PA,2124842112.0,FR0000071946,ALTEN,XPAR,"10, Technology","1010, Technology","101010, Software and Computer Services","10101010, Computer Services"
VIV,VIV.PA,2099930496.0,FR0000127771,VIVENDI SE,XPAR,"40, Consumer Discretionary","4030, Média","403010, Média","40301035, Radio and TV Broadcasters"
RCO,RCO.PA,2047525632.0,FR0000130395,REMY COINTREAU,XPAR,"45, Consumer Staples","4510, Food, Beverage and Tobacco","451010, Beverages","45101015, Distillers and Vintners"
VU,VU.PA,2025194240.0,FR0010282822,Vusion,XPAR,"50, Industrials","5020, Industrial Goods and Services","502020, Electronic and Electrical Equipment","50202025, Electronic Equipment: Gauges and Meters"
NANO,NANO.PA,2010623872.0,FR0011341205,NANOBIOTIX,XPAR,"20, Health Care","2010, Health Care","201030, Pharmaceuticals and Biotechnology","20103010, Biotechnology"
MAU,MAU.PA,1978340736.0,FR0000051070,MAUREL ET PROM,XPAR,"60, Energy","6010, Energy","601010, Oil, Gas and Coal","60101010, Oil: Crude Producers"
FRVIA,FRVIA.PA,1938837888.0,FR0000121147,FORVIA,XPAR,"40, Consumer Discretionary","4010, Automobiles and Parts","401010, Automobiles and Parts","40101025, Auto Parts"
NK,NK.PA,1878123264.0,FR0000120859,IMERYS,XPAR,"55, Basic Materials","5510, Basic Resources","551020, Industrial Metals and Mining","55102000, General Mining"
ITP,ITP.PA,1872538496.0,FR0004024222,INTERPARFUMS,XPAR,"40, Consumer Discretionary","4020, Consumer Products and Services","402040, Personal Goods","40204035, Cosmetics"
EXA,EXA.PA,1851613696.0,FR0000062671,EXAIL TECHNOLOGIES,XPAR,"50, Industrials","5020, Industrial Goods and Services","502010, Aerospace and Defense","50201020, Defense"
CRBP2,CRBP2.PA,1842832000.0,FR0010483768,CRCAM BRIE PIC2CCI,XPAR,"30, Financials","3010, Banks","301010, Banks","30101010, Banks"
OVH,OVH.PA,1829666048.0,FR0014005HJ9,OVH,XPAR,"10, Technology","1010, Technology","101010, Software and Computer Services","10101010, Computer Services"
ANTIN,ANTIN.PA,1803446272.0,FR0014005AL0,ANTIN INFRA PARTN,XPAR,"30, Financials","3020, Financial Services","302020, Investment Banking and Brokerage Services","30202010, Asset Managers and Custodians"
ELEC,ELEC.PA,1713483264.0,FR0000031023,ELEC.STRASBOURG,XPAR,"65, Utilities","6510, Utilities","651010, Electricity","65101015, Conventional Electricity"
ERA,ERA.PA,1708951296.0,FR0000131757,ERAMET,XPAR,"55, Basic Materials","5510, Basic Resources","551020, Industrial Metals and Mining","55102050, Nonferrous Metals"
CRLA,CRLA.PA,1696142976.0,FR0010461053,CRCAM LANGUED CCI,XPAR,"30, Financials","3010, Banks","301010, Banks","30101010, Banks"
RBT,RBT.PA,1653938048.0,FR0000039091,ROBERTET,XPAR,"55, Basic Materials","5520, Chemicals","552010, Chemicals","55201020, Specialty Chemicals"
PEUG,PEUG.PA,1618238720.0,FR0000064784,PEUGEOT INVEST,XPAR,"30, Financials","3020, Financial Services","302020, Investment Banking and Brokerage Services","30202010, Asset Managers and Custodians"
CNDF,CNDF.PA,1574026368.0,FR0000185514,CRCAM NORD CCI,XPAR,"30, Financials","3010, Banks","301010, Banks","30101010, Banks"
ALHG,ALHG.PA,1571738368.0,FR001400TL40,LOUIS HACHETTE,ALXP,"40, Consumer Discretionary","4040, Retail","404010, Retailers","40401030, Specialty Retailers"
ARG,ARG.PA,1547964416.0,FR0010481960,ARGAN,XPAR,"35, Real Estate","3510, Real Estate","351020, Real Estate Investment Trusts","35102030, Office REITs"
DBG,DBG.PA,1530534400.0,FR0000053381,DERICHEBOURG,XPAR,"65, Utilities","6510, Utilities","651030, Waste and Disposal Services","65103035, Waste and Disposal Services"
IPS,IPS.PA,1525017344.0,FR0000073298,IPSOS,XPAR,"40, Consumer Discretionary","4030, Média","403010, Média","40301020, Media Agencies"
ICAD,ICAD.PA,1511972096.0,FR0000035081,ICADE,XPAR,"35, Real Estate","3510, Real Estate","351020, Real Estate Investment Trusts","35102000, Diversified REITs"
STF,STF.PA,1480208128.0,FR0000064271,STEF,XPAR,"50, Industrials","5020, Industrial Goods and Services","502060, Industrial Transportation","50206010, Trucking"
CLARI,CLARI.PA,1464146560.0,FR0010386334,CLARIANE,XPAR,"20, Health Care","2010, Health Care","201010, Health Care Providers","20101010, Health Care Facilities"
CBE,CBE.PA,1456891008.0,FR0000045601,ROBERTET CI,XPAR,"55, Basic Materials","5520, Chemicals","552010, Chemicals","55201020, Specialty Chemicals"
MMT,MMT.PA,1424816896.0,FR0000053225,METROPOLE TV,XPAR,"40, Consumer Discretionary","4030, Média","403010, Média","40301035, Radio and TV Broadcasters"
TFI,TFI.PA,1412812800.0,FR0000054900,TF1,XPAR,"40, Consumer Discretionary","4030, Média","403010, Média","40301035, Radio and TV Broadcasters"
PLNW,PLNW.PA,1173225088.0,FR001400PFU4,PLANISWARE,XPAR,"10, Technology","1010, Technology","101010, Software and Computer Services","10101015, Software"
VIL,VIL.PA,1168380032.0,FR0000050049,VIEL ET COMPAGNIE,XPAR,"30, Financials","3020, Financial Services","302020, Investment Banking and Brokerage Services","30202015, Investment Services"
GDS,GDS.PA,1147841664.0,FR0000044471,RAMSAY GEN SANTE,XPAR,"20, Health Care","2010, Health Care","201010, Health Care Providers","20101010, Health Care Facilities"
CRAV,CRAV.PA,1123325056.0,FR0000185506,CRCAM ATL.VEND.CCI,XPAR,"30, Financials","3010, Banks","301010, Banks","30101010, Banks"
CRAP,CRAP.PA,1115683840.0,FR0000044323,CRCAM ALP.PROV.CCI,XPAR,"30, Financials","3010, Banks","301010, Banks","30101010, Banks"
CDA,CDA.PA,1099696128.0,FR0000053324,ALPES (COMPAGNIE),XPAR,"40, Consumer Discretionary","4050, Travel and Leisure","405010, Travel and Leisure","40501030, Recreational Services"
FREY,FREY.PA,1097425920.0,FR0010588079,FREY,XPAR,"35, Real Estate","3510, Real Estate","351010, Real Estate Investment and Services","35101010, Real Estate Holding and Development"
MERY,MERY.PA,1079261056.0,FR0010241638,MERCIALYS,XPAR,"35, Real Estate","3510, Real Estate","351020, Real Estate Investment Trusts","35102045, Retail REITs"
EIFF,EIFF.PA,1076262144.0,FR0000036816,TOUR EIFFEL,XPAR,"35, Real Estate","3510, Real Estate","351020, Real Estate Investment Trusts","35102030, Office REITs"
WAVE,WAVE.PA,1073017664.0,FR0013357621,WAVESTONE,XPAR,"10, Technology","1010, Technology","101010, Software and Computer Services","10101010, Computer Services"
AREIT,AREIT.PA,1040317056.0,FR0000039216,ALTAREIT,XPAR,"35, Real Estate","3510, Real Estate","351010, Real Estate Investment and Services","35101010, Real Estate Holding and Development"
74SW,74SW.PA,1037720000.0,FR0011040500,74SOFTWARE,XPAR,"10, Technology","1010, Technology","101010, Software and Computer Services","10101015, Software"
CRSU,CRSU.PA,1037695744.0,FR0000045346,CRCAM SUD R.A.CCI,XPAR,"30, Financials","3010, Banks","301010, Banks","30101010, Banks"
GLO,GLO.PA,1032501888.0,FR0000066672,GL EVENTS,XPAR,"40, Consumer Discretionary","4030, Média","403010, Média","40301020, Media Agencies"
FNAC,FNAC.PA,1024596032.0,FR0011476928,FNAC DARTY,XPAR,"40, Consumer Discretionary","4040, Retail","404010, Retailers","40401030, Specialty Retailers"
IVA,IVA.PA,1016436544.0,FR0013233012,INVENTIVA,XPAR,"20, Health Care","2010, Health Care","201030, Pharmaceuticals and Biotechnology","20103010, Biotechnology"
DBV,DBV.PA,1008320512.0,FR0010417345,DBV TECHNOLOGIES,XPAR,"20, Health Care","2010, Health Care","201030, Pharmaceuticals and Biotechnology","20103010, Biotechnology"
MEDCL,MEDCL.PA,1003953984.0,FR0004065605,MEDINCELL,XPAR,"20, Health Care","2010, Health Care","201030, Pharmaceuticals and Biotechnology","20103010, Biotechnology"
CRTO,CRTO.PA,986596096.0,FR0000045304,CRCAM TOURAINE CCI,XPAR,"30, Financials","3010, Banks","301010, Banks","30101010, Banks"
CCN,CCN.PA,937141184.0,FR0000044364,CRCAM NORM.SEINE,XPAR,"30, Financials","3010, Banks","301010, Banks","30101010, Banks"
VLTSA,VLTSA.PA,915137920.0,FR0011995588,VOLTALIA,XPAR,"65, Utilities","6510, Utilities","651010, Electricity","65101010, Alternative Electricity"
NRO,NRO.PA,905710976.0,FR0004050250,NEURONES,XPAR,"10, Technology","1010, Technology","101010, Software and Computer Services","10101010, Computer Services"
CRLO,CRLO.PA,902029888.0,FR0000045239,CRCAM LOIRE HTE L.,XPAR,"30, Financials","3010, Banks","301010, Banks","30101010, Banks"
LTA,LTA.PA,868239744.0,FR0000053837,ALTAMIR,XPAR,"30, Financials","3020, Financial Services","302020, Investment Banking and Brokerage Services","30202010, Asset Managers and Custodians"
MRN,MRN.PA,868236480.0,FR0000039620,MERSEN,XPAR,"50, Industrials","5020, Industrial Goods and Services","502020, Electronic and Electrical Equipment","50202010, Electrical Components"
VAC,VAC.PA,864648320.0,FR0000073041,PIERRE VACANCES,XPAR,"40, Consumer Discretionary","4050, Travel and Leisure","405010, Travel and Leisure","40501025, Hotels and Motels"
VIRI,VIRI.PA,862687808.0,FR001400PVN6,VIRIDIEN,XPAR,"60, Energy","6010, Energy","601010, Oil, Gas and Coal","60101030, Oil Equipment and Services"
VETO,VETO.PA,836972544.0,FR0004186856,VETOQUINOL,XPAR,"20, Health Care","2010, Health Care","201030, Pharmaceuticals and Biotechnology","20103015, Pharmaceuticals"
SAVE,SAVE.PA,813053248.0,FR0000120107,SAVENCIA,XPAR,"45, Consumer Staples","4510, Food, Beverage and Tobacco","451020, Food Producers","45102020, Food Products"
MTU,MTU.PA,809359488.0,FR0000038606,MANITOU BF,XPAR,"50, Industrials","5020, Industrial Goods and Services","502040, Industrial Engineering","50204020, Machinery: Construction and Handling"
NAE,NAE.PA,771917440.0,FR0000120669,North Atlantic En.,XPAR,"60, Energy","6010, Energy","601010, Oil, Gas and Coal","60101020, Oil Refining and Marketing"
BASS,BASS.PA,738318144.0,FR0004023208,BASSAC,XPAR,"35, Real Estate","3510, Real Estate","351010, Real Estate Investment and Services","35101010, Real Estate Holding and Development"
BUR,BUR.PA,737984384.0,FR0000061137,BURELLE,XPAR,"40, Consumer Discretionary","4010, Automobiles and Parts","401010, Automobiles and Parts","40101025, Auto Parts"
CIV,CIV.PA,721986880.0,FR0000045213,CRCAM ILLE-VIL.CCI,XPAR,"30, Financials","3010, Banks","301010, Banks","30101010, Banks"
ATO,ATO.PA,715544512.0,FR001400X2S4,ATOS,XPAR,"10, Technology","1010, Technology","101010, Software and Computer Services","10101010, Computer Services"
ELIOR,ELIOR.PA,705100288.0,FR0011950732,ELIOR GROUP,XPAR,"40, Consumer Discretionary","4020, Consumer Products and Services","402010, Consumer Services","40201060, Vending and Catering Service"
UBI,UBI.PA,672903232.0,FR0000054470,UBISOFT ENTERTAIN,XPAR,"40, Consumer Discretionary","4020, Consumer Products and Services","402030, Leisure Goods","40203040, Electronic Entertainment"
AUB,AUB.PA,659852480.0,FR0000063737,AUBAY,XPAR,"10, Technology","1010, Technology","101010, Software and Computer Services","10101010, Computer Services"
SDG,SDG.PA,654839744.0,FR0000032658,SYNERGIE,XPAR,"50, Industrials","5020, Industrial Goods and Services","502050, Industrial Support Services","50205025, Business Training and Employment Agencies"
SCHP,SCHP.PA,650726016.0,FR0000039109,SECHE ENVIRONNEM.,XPAR,"65, Utilities","6510, Utilities","651030, Waste and Disposal Services","65103035, Waste and Disposal Services"
CMO,CMO.PA,644890816.0,FR0000045551,CRCAM MORBIHAN CCI,XPAR,"30, Financials","3010, Banks","301010, Banks","30101010, Banks"
ALVDM,ALVDM.PA,630376576.0,FR0004045847,VOYAGEURS DU MONDE,ALXP,"40, Consumer Discretionary","4050, Travel and Leisure","405010, Travel and Leisure","40501015, Travel and Tourism"
THEP,THEP.PA,627276864.0,FR0013333432,THERMADOR GROUPE,XPAR,"50, Industrials","5020, Industrial Goods and Services","502050, Industrial Support Services","50205010, Industrial Suppliers"
